Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (�)
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22104797,"11,741.66"
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22104797,"14,085.62"
Department of Health,NHS Barnsley CCG,31/05/2018,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22104797,243.81
Department of Health,NHS Barnsley CCG,31/05/2018,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22104797,213.12
Department of Health,NHS Barnsley CCG,31/05/2018,Prescribing Incentives,COMMISSIONING SCHEMES,NHS BARNSLEY CCG GP PRACTICE,22155933,"95,809.65"
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22104799,"96,872.82"
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22104799,"8,012.56"
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22104799,"12,708.33"
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22104799,"2,997.00"
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22104799,"10,432.84"
Department of Health,NHS Barnsley CCG,31/05/2018,Prescribing Incentives,COMMISSIONING SCHEMES,NHS BARNSLEY CCG GP PRACTICE,22155976,"57,601.75"
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-GMS LES Demand Mgmt,COMMISSIONING SCHEMES,NHS BARNSLEY CCG GP PRACTICE,22439819,"28,800.87"
Department of Health,NHS Barnsley CCG,31/05/2018,Clinical&Medical-Clinical Other,COMMISSIONING SCHEMES,NHS BARNSLEY CCG GP PRACTICE,22439819,"5,949.80"
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22104801,"84,794.39"
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22104801,"3,324.36"
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22104801,"8,566.67"
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22104801,"6,865.66"
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22365852,"56,906.72"
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-GMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22365852,"21,594.09"
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22365852,"5,792.35"
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22104803,"99,901.83"
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22104803,"3,268.00"
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22104803,"11,132.85"
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22365856,"48,081.76"
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22365856,"2,541.67"
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22365856,502.00
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22365856,"4,113.34"
Department of Health,NHS Barnsley CCG,31/05/2018,Prescribing Incentives,COMMISSIONING SCHEMES,NHS BARNSLEY CCG GP PRACTICE,22155947,"33,201.70"
Department of Health,NHS Barnsley CCG,31/05/2018,Apprenticeship Levy Payable,BALANCE SHEET,HMRC,22180856,738.00
Department of Health,NHS Barnsley CCG,31/05/2018,Income tax <1Yr,BALANCE SHEET,HMRC,22180856,"59,045.20"
Department of Health,NHS Barnsley CCG,31/05/2018,Income tax <1Yr-Student Loans,BALANCE SHEET,HMRC,22180856,"1,203.00"
Department of Health,NHS Barnsley CCG,31/05/2018,National Insurance < 1 yr-NI- ERS,BALANCE SHEET,HMRC,22180856,"41,623.41"
Department of Health,NHS Barnsley CCG,31/05/2018,National Insurance < 1 yr-NI-EES,BALANCE SHEET,HMRC,22180856,"30,557.91"
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22365858,"86,453.80"
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-GMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22365858,"20,747.29"
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22365858,"1,375.00"
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22365858,"9,466.80"
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-GMS LES Demand Mgmt,COMMISSIONING SCHEMES,NHS BARNSLEY CCG GP PRACTICE,22439780,"30,464.70"
Department of Health,NHS Barnsley CCG,31/05/2018,Clinical&Medical-Clinical Other,COMMISSIONING SCHEMES,NHS BARNSLEY CCG GP PRACTICE,22439780,"9,803.84"
Department of Health,NHS Barnsley CCG,31/05/2018,Prescribing Incentives,COMMISSIONING SCHEMES,NHS BARNSLEY CCG GP PRACTICE,22116039,"60,929.40"
Department of Health,NHS Barnsley CCG,31/05/2018,Prescribing Incentives,COMMISSIONING SCHEMES,NHS BARNSLEY CCG GP PRACTICE,22155938,"74,982.15"
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-GMS LES Medicine Management,COMMISSIONING SCHEMES,NHS BARNSLEY CCG GP PRACTICE,21998436,"32,154.05"
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22104805,"48,835.60"
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22104805,"6,045.20"
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22104805,"3,583.33"
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22104805,"4,927.45"
Department of Health,NHS Barnsley CCG,31/05/2018,External Data Contracts,COMMISSIONING SCHEMES,KIER BUSINESS SERVICES LTD,22137436,"39,950.00"
Department of Health,NHS Barnsley CCG,31/05/2018,External Data Contracts,BUSINESS INFORMATICS,KIER BUSINESS SERVICES LTD,22137489,"13,850.00"
Department of Health,NHS Barnsley CCG,31/05/2018,External Data Contracts,COMMISSIONING SCHEMES,KIER BUSINESS SERVICES LTD,22137489,"15,206.00"
Department of Health,NHS Barnsley CCG,31/05/2018,Telecoms-Data lines,PRIMARY CARE IT,KIER BUSINESS SERVICES LTD,22137489,"48,439.00"
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22110313,"28,722.43"
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22110313,127.86
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22110313,"4,333.33"
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22110313,"1,033.06"
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22110313,"2,056.83"
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-PMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,NHS BARNSLEY CCG GP PRACTICE,22396232,"27,606.55"
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-PMS Prof fees Dispensing,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22396232,"4,334.43"
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-PMS Prsc Chrgs Cll&Rmttd by GPs,LOCAL ENHANCED SERVICES,NHS BARNSLEY CCG GP PRACTICE,22396232,"1,307.20"
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22104809,"18,854.56"
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-APMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22104809,"4,802.71"
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22104809,"1,621.22"
Department of Health,NHS Barnsley CCG,30/04/2018,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,21823786,"93,452.00"
Department of Health,NHS Barnsley CCG,31/05/2018,Hcare Srv Rec NHS Trust-CQUIN,ACUTE COMMISSIONING,MID YORKSHIRE HOSPITALS NHS TRUST,22038038,"2,465.00"
Department of Health,NHS Barnsley CCG,31/05/2018,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,MID YORKSHIRE HOSPITALS NHS TRUST,22038038,"224,013.00"
Department of Health,NHS Barnsley CCG,31/05/2018,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,ONEHEALTH GROUP,22229565,"189,723.75"
Department of Health,NHS Barnsley CCG,31/05/2018,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,ONEHEALTH GROUP,22439650,"49,521.00"
Department of Health,NHS Barnsley CCG,31/05/2018,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,ONEHEALTH GROUP,22439745,"48,251.00"
Department of Health,NHS Barnsley CCG,31/05/2018,Prescribing Incentives,COMMISSIONING SCHEMES,NHS BARNSLEY CCG GP PRACTICE,22155928,"66,070.30"
Department of Health,NHS Barnsley CCG,31/05/2018,Prescribing Incentives,COMMISSIONING SCHEMES,NHS BARNSLEY CCG GP PRACTICE,22155962,"85,732.40"
Department of Health,NHS Barnsley CCG,31/05/2018,Hcare Srv Rec Fdtn Trust-CQUIN,COMMUNITY SERVICES,ROTHERHAM NHS FOUNDATION TRUST,22090834,"1,021.00"
Department of Health,NHS Barnsley CCG,31/05/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,ROTHERHAM NHS FOUNDATION TRUST,22090834,"40,828.00"
Department of Health,NHS Barnsley CCG,31/05/2018,Hcare Srv Rec Fdtn Trust-CQUIN,ACUTE COMMISSIONING,ROTHERHAM NHS FOUNDATION TRUST,22038014,"5,199.00"
Department of Health,NHS Barnsley CCG,31/05/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROTHERHAM NHS FOUNDATION TRUST,22038014,"447,365.00"
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22364350,"1,065.50"
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22364350,"61,117.23"
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22364350,"11,644.67"
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22364350,"8,873.23"
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22364350,870.00
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22364350,"7,007.14"
Department of Health,NHS Barnsley CCG,31/05/2018,Prescribing Incentives,COMMISSIONING SCHEMES,NHS BARNSLEY CCG GP PRACTICE,22229563,"44,609.70"
Department of Health,NHS Barnsley CCG,31/05/2018,Hcare Srv Rec Fdtn Trust-CQUIN,ACUTE COMMISSIONING,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,22137469,"1,722.58"
Department of Health,NHS Barnsley CCG,31/05/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,22137469,"144,442.74"
Department of Health,NHS Barnsley CCG,31/05/2018,Hcare Srv Rec Fdtn Trust-CQUIN,ACUTE COMMISSIONING,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,21998415,"46,958.00"
Department of Health,NHS Barnsley CCG,31/05/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,21998426,"1,808,344.00"
Department of Health,NHS Barnsley CCG,31/05/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,21998422,"177,531.00"
Department of Health,NHS Barnsley CCG,31/05/2018,Telecoms-Data lines,ADMINISTRATION & BUSINESS SUPPORT,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,22038018,"57,412.80"
Department of Health,NHS Barnsley CCG,31/05/2018,Hcare Srv Rec Fdtn Trust-CQUIN,COMMUNITY SERVICES,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,21998478,"46,825.00"
Department of Health,NHS Barnsley CCG,31/05/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,21998478,"3,748,855.00"
Department of Health,NHS Barnsley CCG,31/05/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,21998486,"587,133.00"
Department of Health,NHS Barnsley CCG,31/05/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,INTERMEDIATE CARE,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,21998486,"319,906.00"
Department of Health,NHS Barnsley CCG,31/05/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,LONG TERM CONDITIONS,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,21998486,"145,792.00"
Department of Health,NHS Barnsley CCG,31/05/2018,Clinical&Medical-Independent Sector,MENTAL HEALTH SERVICES - OTHER,SOUTH YORKSHIRE EATING DISORDERS ASSOCIATION,22383459,"30,000.00"
Department of Health,NHS Barnsley CCG,31/05/2018,Clinical&Medical-Voluntary Sector,COMMUNITY SERVICES,SOUTH YORKSHIRE HOUSING ASSOCIATION LTD,22229559,"25,096.73"
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22104807,"71,232.89"
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22104807,468.82
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22104807,319.38
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22104807,"17,485.37"
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22104807,"6,630.93"
Department of Health,NHS Barnsley CCG,31/05/2018,Prescribing Incentives,COMMISSIONING SCHEMES,NHS BARNSLEY CCG GP PRACTICE,22383455,"50,244.15"
Department of Health,NHS Barnsley CCG,31/05/2018,Prescribing Incentives,COMMISSIONING SCHEMES,NHS BARNSLEY CCG GP PRACTICE,22116068,"52,589.20"
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22110311,"41,124.25"
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22110311,560.00
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22110311,937.64
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22110311,6.58
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22110311,"1,107.86"
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22110311,"1,470.00"
Department of Health,NHS Barnsley CCG,31/05/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,22110311,"4,023.80"
Department of Health,NHS Barnsley CCG,31/05/2018,Prescribing Incentives,COMMISSIONING SCHEMES,NHS BARNSLEY CCG GP PRACTICE,22116019,"27,100.45"
Department of Health,NHS Barnsley CCG,31/05/2018,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,22038022,"627,034.00"
Department of Health,NHS Barnsley CCG,31/05/2018,Hcare Srv Rec NHS Trust-Contract Baseline,NHS 111,YORKSHIRE AMBULANCE SERVICE NHS TRUST,22038032,"55,687.00"
Department of Health,NHS Barnsley CCG,31/05/2018,Hcare Srv Rec NHS Trust-Contract Baseline,PATIENT TRANSPORT,YORKSHIRE AMBULANCE SERVICE NHS TRUST,22038027,"129,241.20"
Department of Health,NHS Barnsley CCG,30/06/2018,Clinical&Medical-Commercial Sector,LEARNING DIFFICULTIES,ASC HEALTHCARE LTD,22516189,"44,631.30 "
Department of Health,NHS Barnsley CCG,30/06/2018,C&M-GMS LES Demand Mgmt,COMMISSIONING SCHEMES,ASHVILLE MEDICAL PRACTICE,22488033,"32,886.15 "
Department of Health,NHS Barnsley CCG,30/06/2018,Clinical&Medical-Clinical Other,COMMISSIONING SCHEMES,ASHVILLE MEDICAL PRACTICE,22488033,"11,478.74 "
Department of Health,NHS Barnsley CCG,30/06/2018,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BARNSLEY HEALTHCARE FEDERATION,22567817,"25,918.48 "
Department of Health,NHS Barnsley CCG,30/06/2018,C&M-APMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,BARNSLEY HEALTHCARE FEDERATION,22567817,340.96 
Department of Health,NHS Barnsley CCG,30/06/2018,C&M-APMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,BARNSLEY HEALTHCARE FEDERATION,22567817,"1,310.42 "
Department of Health,NHS Barnsley CCG,30/06/2018,C&M-APMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,BARNSLEY HEALTHCARE FEDERATION,22567817,448.00 
Department of Health,NHS Barnsley CCG,30/06/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BARNSLEY HEALTHCARE FEDERATION,22567817,"2,327.36 "
Department of Health,NHS Barnsley CCG,30/06/2018,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BARNSLEY HEALTHCARE FEDERATION,22567819,"31,070.83 "
Department of Health,NHS Barnsley CCG,30/06/2018,C&M-APMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,BARNSLEY HEALTHCARE FEDERATION,22567819,"1,108.12 "
Department of Health,NHS Barnsley CCG,30/06/2018,C&M-APMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,BARNSLEY HEALTHCARE FEDERATION,22567819,"2,150.00 "
Department of Health,NHS Barnsley CCG,30/06/2018,C&M-APMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,BARNSLEY HEALTHCARE FEDERATION,22567819,"7,057.88 "
Department of Health,NHS Barnsley CCG,30/06/2018,C&M-APMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,BARNSLEY HEALTHCARE FEDERATION,22567819,492.00 
Department of Health,NHS Barnsley CCG,30/06/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BARNSLEY HEALTHCARE FEDERATION,22567819,"2,420.56 "
Department of Health,NHS Barnsley CCG,30/06/2018,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BARNSLEY HEALTHCARE FEDERATION,22567821,"27,654.67 "
Department of Health,NHS Barnsley CCG,30/06/2018,C&M-APMS OOH Opt Outs,PRC DELEGATED CO-COMMISSIONING,BARNSLEY HEALTHCARE FEDERATION,22567821,3.28 
Department of Health,NHS Barnsley CCG,30/06/2018,C&M-APMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,BARNSLEY HEALTHCARE FEDERATION,22567821,"6,200.00 "
Department of Health,NHS Barnsley CCG,30/06/2018,C&M-APMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,BARNSLEY HEALTHCARE FEDERATION,22567821,"1,748.00 "
Department of Health,NHS Barnsley CCG,30/06/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BARNSLEY HEALTHCARE FEDERATION,22567821,"2,727.89 "
Department of Health,NHS Barnsley CCG,30/06/2018,Clinical&Medical-Commercial Sector,OUT OF HOURS,BARNSLEY HEALTHCARE FEDERATION,22806122,"124,715.53 "
Department of Health,NHS Barnsley CCG,30/06/2018,Miscellaneous Expenditure (L9),PCTF Revenue,BARNSLEY HEALTHCARE FEDERATION,22806132,"132,164.41 "
Department of Health,NHS Barnsley CCG,30/06/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BARNSLEY HEALTHCARE FEDERATION CIC (GOLDTHORPE),22573020,"39,973.58 "
Department of Health,NHS Barnsley CCG,30/06/2018,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,BARNSLEY HEALTHCARE FEDERATION CIC (GOLDTHORPE),22573020,"1,108.12 "
Department of Health,NHS Barnsley CCG,30/06/2018,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,BARNSLEY HEALTHCARE FEDERATION CIC (GOLDTHORPE),22573020,14.42 
Department of Health,NHS Barnsley CCG,30/06/2018,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,BARNSLEY HEALTHCARE FEDERATION CIC (GOLDTHORPE),22573020,"11,654.20 "
Department of Health,NHS Barnsley CCG,30/06/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BARNSLEY HEALTHCARE FEDERATION CIC (GOLDTHORPE),22573020,"4,158.04 "
Department of Health,NHS Barnsley CCG,30/06/2018,Clinical&Medical-Voluntary Sector,HOSPICES,BARNSLEY HOSPICE,22744290,"397,271.52 "
Department of Health,NHS Barnsley CCG,31/05/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,22209177,"-435,080.00"
Department of Health,NHS Barnsley CCG,31/05/2018,Hcare Srv Rec Fdtn Trust-CQUIN,ACUTE COMMISSIONING,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,22209172,"-10,752.00"
Department of Health,NHS Barnsley CCG,31/05/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,22209172,"-430,084.00"
Department of Health,NHS Barnsley CCG,31/05/2018,Hcare Srv Rec Fdtn Trust-CQUIN,ACUTE COMMISSIONING,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,22209176,"-3,206.00"
Department of Health,NHS Barnsley CCG,31/05/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,22209176,"-29,722.46"
Department of Health,NHS Barnsley CCG,31/05/2018,Clinical&Medical-Serv Recd-F Trsts,INTERMEDIATE CARE,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,22402492,"363,568.00"
Department of Health,NHS Barnsley CCG,31/05/2018,Hcare Srv Rec Fdtn Trust-CQUIN,INTERMEDIATE CARE,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,22402610,"5,042.00"
Department of Health,NHS Barnsley CCG,31/05/2018,Hcare Srv Rec Fdtn Trust-CQUIN,LONG TERM CONDITIONS,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,22402610,"3,826.00"
